Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,RTK,Zone,Letter
1665097418.0234838,0,83018,0,GPS1_Frame,42.338294,-71.08634566666666,27.3,328128.4201254094,4689445.780573218,4,19,T
1665097419.000151,0,83019,0,GPS1_Frame,42.33829000000001,-71.08635033333333,27.3,328128.0247748511,4689445.345836528,4,19,T
1665097420.028281,0,83020,0,GPS1_Frame,42.338286000000004,-71.086355,27.4,328127.62942424475,4689444.911099857,4,19,T
1665097421.0042279,0,83021,0,GPS1_Frame,42.33828233333334,-71.08636,27.4,328127.2075208636,4689444.514051111,4,19,T
1665097422.0294158,0,83022,0,GPS1_Frame,42.338278666666675,-71.08636516666667,27.4,328126.77188698505,4689444.117339279,4,19,T
1665097423.0065193,0,83023,0,GPS1_Frame,42.33827466666666,-71.08636966666667,27.5,328126.390266685,4689443.6822657855,4,19,T
1665097424.0257282,0,83024,0,GPS1_Frame,42.33827066666666,-71.08637516666666,27.5,328125.9262636275,4689443.249213656,4,19,T
1665097425.0044231,0,83025,0,GPS1_Frame,42.338266999999995,-71.08637966666667,27.5,328125.54555141204,4689442.851154334,4,19,T
1665097426.0292013,0,83026,0,GPS1_Frame,42.3382635,-71.086383,27.5,328125.26140642434,4689442.469243846,4,19,T
1665097427.0015807,0,83027,0,GPS1_Frame,42.3382605,-71.08638733333333,27.5,328124.89624095586,4689442.144875918,4,19,T
1665097428.0307465,0,83028,0,GPS1_Frame,42.33825733333333,-71.086391,27.5,328124.5855431792,4689441.800653367,4,19,T
1665097429.0064762,0,83029,0,GPS1_Frame,42.338254166666665,-71.086396,27.5,328124.16500173084,4689441.459125987,4,19,T
1665097430.001538,0,83030,0,GPS1_Frame,42.33825016666666,-71.08640050000001,27.5,328123.78338112787,4689441.024052628,4,19,T
1665097431.0009387,0,83031,0,GPS1_Frame,42.3382465,-71.08640433333333,27.5,328123.4575905065,4689440.624645831,4,19,T
1665097432.0013688,0,83032,0,GPS1_Frame,42.33824266666667,-71.08640866666666,27.5,328123.0901543738,4689440.207742676,4,19,T
